,Store_Name,Store_ID
2896,CHC Kalo Majra General OT,99907348
2897,CHC Kalo Majra ICTC,99904463
2898,CHC Kalo Majra Lab Department,99906281
2899,CHC Kalo Majra Labor Room,99905340
2900,CHC Kalo Majra Male Ward,99903284
2901,CHC Kalo Majra OOAT Center,99913691
2902,CHC Kalo Majra OPD,99902071
2903,CHC Kalo Majra PP Unit,99908265
2904,CHC Kalo Majra Ultrasound,99906628
2905,CHC Kalo Majra Ward,99901787
2906,CHC Kalo Majra x-ray Department,99905071
2907,CHC Kamahi Devi OOAT Center,99913746
2908,CHC Kamahi Devi or Behangal,99901238
2909,CHC Kamahi Devi or Behangal de-addiction,99904796
2910,CHC Kamahi Devi or Behangal Dental Department,99905541
2911,CHC Kamahi Devi or Behangal Emergency,99901930
2912,CHC Kamahi Devi or Behangal EPI Wing,99907920
2913,CHC Kamahi Devi or Behangal Eye Department,99907967
2914,CHC Kamahi Devi or Behangal Eye OT,99903620
2915,CHC Kamahi Devi or Behangal Female Ward,99908777
2916,CHC Kamahi Devi or Behangal General OT,99907538
2917,CHC Kamahi Devi or Behangal ICTC,99904623
2918,CHC Kamahi Devi or Behangal Lab Department,99906787
2919,CHC Kamahi Devi or Behangal Labor Room,99905516
2920,CHC Kamahi Devi or Behangal Male Ward,99903477
2921,CHC Kamahi Devi or Behangal OPD,99902072
2922,CHC Kamahi Devi or Behangal PP Unit,99903021
2923,CHC Kamahi Devi or Behangal Ultrasound,99906841
2924,CHC Kamahi Devi or Behangal Ward,99901788
2925,CHC Kamahi Devi or Behangal x-ray Department,99905252
2926,CHC Kapial HWC,99909993
2927,CHC Kartarpur,99901243
2928,CHC Kartarpur de-addiction,99903701
2929,CHC Kartarpur Dental Department,99905794
2930,CHC Kartarpur Emergency,99901931
2931,CHC Kartarpur EPI Wing,99907675
2932,CHC Kartarpur Eye Department,99907092
2933,CHC Kartarpur Eye OT,99904095
2934,CHC Kartarpur Female Ward,99908532
2935,CHC Kartarpur General OT,99907296
2936,CHC Kartarpur ICTC,99903568
2937,CHC Kartarpur Lab Department,99906232
2938,CHC Kartarpur Labor Room,99906108
2939,CHC Kartarpur LHV,99912859
2940,CHC Kartarpur Male Ward,99903233
2941,CHC Kartarpur OOAT Center,99913737
2942,CHC Kartarpur OPD,99902073
2943,CHC Kartarpur PP Unit,99908214
2944,CHC Kartarpur SHC,99912860
2945,CHC Kartarpur Ultrasound,99906595
2946,CHC Kartarpur Ward,99901789
2947,CHC Kartarpur x-ray Department,99905019
2948,CHC Kasel,99901261
2949,CHC Kasel de-addiction,99903753
2950,CHC Kasel Dental Department,99905825
2951,CHC Kasel Emergency,99901932
2952,CHC Kasel EPI Wing,99907706
2953,CHC Kasel Eye Department,99906874
2954,CHC Kasel Eye OT,99904126
2955,CHC Kasel Female Ward,99908563
2956,CHC Kasel General OT,99907327
2957,CHC Kasel ICTC,99903599
2958,CHC Kasel Lab Department,99906261
2959,CHC Kasel Labor Room,99905320
2960,CHC Kasel Male Ward,99903264
2961,CHC Kasel OOAT Center,99913584
2962,CHC Kasel OPD,99902074
2963,CHC Kasel PP Unit,99908245
2964,CHC Kasel Ultrasound,99906460
2965,CHC Kasel Ward,99901790
2966,CHC Kasel x-ray Department,99905050
2967,CHC Kathgarh,99909010
2968,CHC Kathgarh de-addiction,99909011
2969,CHC Kathgarh Dental Department,99909012
2970,CHC Kathgarh Emergency,99909013
2971,CHC Kathgarh EPI Wing,99909014
2972,CHC Kathgarh Eye Department,99909015
2973,CHC Kathgarh Eye OT,99909016
2974,CHC Kathgarh Female Ward,99909017
2975,CHC Kathgarh General OT,99909018
2976,CHC Kathgarh ICTC,99909019
2977,CHC Kathgarh Lab department,99909021
2978,CHC Kathgarh Labor room,99909020
2979,CHC Kathgarh Male Ward,99909022
2980,CHC Kathgarh OPD,99909023
2981,CHC Kathgarh PP unit,99909024
2982,CHC Kathgarh ultrasound,99909025
2983,CHC Kathgarh Ward,99909027
2984,CHC Kathgarh x-ray department,99909026
2985,CHC Kauhrian,99901308
2986,CHC Kauhrian de-addiction,99903759
2987,CHC Kauhrian Dental Department,99905830
2988,CHC Kauhrian Emergency,99901933
2989,CHC Kauhrian EPI Wing,99907712
2990,CHC Kauhrian Eye Department,99906880
2991,CHC Kauhrian Eye OT,99904131
2992,CHC Kauhrian Female Ward,99908569
2993,CHC Kauhrian General OT,99907333
2994,CHC Kauhrian ICTC,99904449
2995,CHC Kauhrian Lab Department,99906267
2996,CHC Kauhrian Labor Room,99905326
2997,CHC Kauhrian Male Ward,99903270
2998,CHC Kauhrian OOAT Center,99913700
2999,CHC Kauhrian OPD,99902075
3000,CHC Kauhrian PP Unit,99908251
3001,CHC Kauhrian SHC,99912560
3002,CHC Kauhrian Ultrasound,99906614
3003,CHC Kauhrian Ward,99901791
3004,CHC Kauhrian x-ray Department,99905057
3005,CHC Khailan Kalan,99901186
3006,CHC Khailan Kalan de-addiction,99903657
3007,CHC Khailan Kalan Dental Department,99905301
3008,CHC Khailan Kalan Emergency,99901934
3009,CHC Khailan Kalan EPI Wing,99907632
3010,CHC Khailan Kalan Eye Department,99907083
3011,CHC Khailan Kalan Eye OT,99904052
3012,CHC Khailan Kalan Female Ward,99908489
3013,CHC Khailan Kalan General OT,99907253
3014,CHC Khailan Kalan ICTC,99903525
3015,CHC Khailan Kalan Lab Department,99906189
3016,CHC Khailan Kalan Labor Room,99904893
3017,CHC Khailan Kalan Male Ward,99903190
3018,CHC Khailan Kalan OPD,99902076
3019,CHC Khailan Kalan PP Unit,99908171
3020,CHC Khailan Kalan RBSK,99914231
3021,CHC Khailan Kalan Ultrasound,99906549
3022,CHC Khailan Kalan Ward,99901792
3023,CHC Khailan Kalan x-ray Department,99904976
3024,CHC Khamano,99901273
3025,CHC Khamano de-addiction,99904797
3026,CHC Khamano Dental Department,99905542
3027,CHC Khamano Emergency,99901935
3028,CHC Khamano EPI Wing,99907921
3029,CHC Khamano Eye Department,99907968
3030,CHC Khamano Eye OT,99903621
3031,CHC Khamano Female Ward,99908778
3032,CHC Khamano General OT,99908803
3033,CHC Khamano ICTC,99904624
3034,CHC Khamano Lab Department,99906788
3035,CHC Khamano Labor Room,99905517
3036,CHC Khamano Male Ward,99903478
3037,CHC Khamano OOAT Center,99913632
3038,CHC Khamano OPD,99902077
3039,CHC Khamano PP Unit,99903022
3040,CHC Khamano Ultrasound,99903943
3041,CHC Khamano Ward,99901793
3042,CHC Khamano x-ray Department,99905253
3043,CHC Khem Karan,99901255
3044,CHC Khem Karan de-addiction,99903745
3045,CHC Khem Karan Dental Department,99905817
3046,CHC Khem Karan Emergency,99901936
3047,CHC Khem Karan EPI Wing,99907698
3048,CHC Khem Karan Eye Department,99906866
3049,CHC Khem Karan Eye OT,99904118
3050,CHC Khem Karan Female Ward,99908555
3051,CHC Khem Karan General OT,99907319
3052,CHC Khem Karan ICTC,99903591
3053,CHC Khem Karan Lab Department,99906253
3054,CHC Khem Karan Labor Room,99905312
3055,CHC Khem Karan Male Ward,99903256
3056,CHC Khem Karan OOAT Center,99913581
3057,CHC Khem Karan OPD,99902078
3058,CHC Khem Karan PP Unit,99908237
3059,CHC Khem Karan Ultrasound,99906452
3060,CHC Khem Karan Ward,99901794
3061,CHC Khem Karan x-ray Department,99905042
3062,CHC Khera,99901274
3063,CHC Khera de-addiction,99903722
3064,CHC Khera Dental Department,99905813
3065,CHC Khera Emergency,99901937
3066,CHC Khera EPI Wing,99907694
3067,CHC Khera Eye Department,99906862
3068,CHC Khera Eye OT,99904114
3069,CHC Khera Female Ward,99908551
3070,CHC Khera General OT,99907315
3071,CHC Khera ICTC,99903587
3072,CHC Khera Lab Department,99906250
3073,CHC Khera Labor Room,99905308
3074,CHC Khera Male Ward,99903252
3075,CHC Khera OOAT Center,99913629
3076,CHC Khera Ooat centre,99909186
3077,CHC Khera OPD,99902079
3078,CHC Khera PP Unit,99908233
3079,CHC Khera Ultrasound,99906448
3080,CHC Khera Ward,99901795
3081,CHC Khera x-ray Department,99905038
3082,CHC Khiala Kalan MMU,99912706
3083,CHC Khiala Kalan OOAT Center,99913730
3084,CHC Khui Khera,99901203
3085,CHC Khui Khera de-addiction,99904654
3086,CHC Khui Khera Dental Department,99905668
3087,CHC Khui Khera Emergency,99901938
3088,CHC Khui Khera EPI Wing,99903955
3089,CHC Khui Khera Eye Department,99906981
3090,CHC Khui Khera Eye OT,99903146
3091,CHC Khui Khera Female Ward,99903052
3092,CHC Khui Khera General OT,99908001
3093,CHC Khui Khera ICTC,99903992
3094,CHC Khui Khera Lab Department,99905770
3095,CHC Khui Khera Labor Room,99905576
3096,CHC Khui Khera Male Ward,99902996
3097,CHC Khui Khera OOAT Center,99913682
3098,CHC Khui Khera OPD,99902080
3099,CHC Khui Khera PP Unit,99908069
3100,CHC Khui Khera Ultrasound,99905926
3101,CHC Khui Khera Ward,99901796
3102,CHC Khui Khera x-ray Department,99903739
3103,CHC Kot Ise Khan,99901193
3104,CHC Kot Ise Khan de-addiction,99903688
3105,CHC Kot Ise Khan Dental Department,99905653
3106,CHC Kot Ise Khan Emergency,99901939
3107,CHC Kot Ise Khan EPI Wing,99907662
3108,CHC Kot Ise Khan Eye Department,99904433
3109,CHC Kot Ise Khan Eye OT,99904082
3110,CHC Kot Ise Khan Female Ward,99908519
3111,CHC Kot Ise Khan General OT,99907283
3112,CHC Kot Ise Khan HWC,99909229
3113,CHC Kot Ise Khan ICTC,99903555
3114,CHC Kot Ise Khan Lab Department,99906219
3115,CHC Kot Ise Khan Labor Room,99906095
3116,CHC kot ise khan LHV,99909095
3117,CHC Kot Ise Khan Male Ward,99903220
3118,CHC Kot Ise Khan OPD,99902081
3119,CHC Kot Ise Khan PP Unit,99908201
3120,CHC Kot Ise Khan Ultrasound,99906579
3121,CHC Kot Ise Khan Ward,99901797
3122,CHC Kot Ise Khan x-ray Department,99905006
3123,CHC Kot Isse Khan OOAT Center,99913562
3124,CHC Kotisse Khan Ooat Centre OPD,99914275
3125,CHC Kot Santokh Rai,99901213
3126,CHC Kot Santokh Rai de-addiction,99904794
3127,CHC Kot Santokh Rai Dental Department,99905539
3128,CHC Kot Santokh Rai Emergency,99901940
3129,CHC Kot Santokh Rai EPI Wing,99907918
3130,CHC Kot Santokh Rai Eye Department,99907965
3131,CHC Kot Santokh Rai Eye OT,99903618
3132,CHC Kot Santokh Rai Female Ward,99908775
3133,CHC Kot Santokh Rai General OT,99907536
3134,CHC Kot Santokh Rai ICTC,99904621
3135,CHC Kot Santokh Rai Lab Department,99906785
3136,CHC Kot Santokh Rai Labor Room,99905509
3137,CHC Kot Santokh Rai Male Ward,99903475
3138,CHC Kot Santokh Rai OOAT Center,99913676
3139,CHC Kot Santokh Rai OPD,99902082
3140,CHC Kot Santokh Rai PP Unit,99903019
3141,CHC Kot Santokh Rai Ultrasound,99906839
3142,CHC Kot Santokh Rai Ward,99901798
3143,CHC Kot Santokh Rai x-ray Department,99905250
3144,CHC Kumkalan,99901285
3145,CHC Kumkalan de-addiction,99903767
3146,CHC Kumkalan Dental Department,99905838
3147,CHC Kumkalan Emergency,99901941
3148,CHC Kumkalan EPI Wing,99907720
3149,CHC Kumkalan Eye Department,99906888
3150,CHC Kumkalan Eye OT,99904139
3151,CHC Kumkalan Female Ward,99908577
3152,CHC Kumkalan General OT,99907342
3153,CHC Kumkalan ICTC,99904457
3154,CHC Kumkalan Lab Department,99906275
3155,CHC Kumkalan Labor Room,99905334
3156,CHC Kumkalan Male Ward,99903278
3157,CHC Kum Kalan OOAT Center,99913644
3158,CHC Kumkalan OPD,99902083
3159,CHC Kumkalan PP Unit,99908259
3160,CHC Kumkalan Sector,99912911
3161,CHC Kumkalan Ultrasound,99906622
3162,CHC Kumkalan Ward,99901799
3163,CHC Kumkalan x-ray Department,99905065
3164,CHC Kurali,99901267
3165,CHC Kurali de-addiction,99904861
3166,CHC Kurali Dental Department,99905560
3167,CHC Kurali Emergency,99901942
3168,CHC Kurali EPI Wing,99907939
3169,CHC Kurali Eye Department,99907986
3170,CHC Kurali Eye OT,99903639
3171,CHC Kurali Female Ward,99908796
3172,CHC Kurali General OT,99908821
3173,CHC Kurali ICTC,99904642
3174,CHC Kurali Lab Department,99906425
3175,CHC Kurali Labor Room,99905534
3176,CHC Kurali Male Ward,99903497
3177,CHC Kurali OOAT Center,99913637
3178,CHC Kurali OPD,99902084
3179,CHC Kurali PP Unit,99903040
3180,CHC Kurali Ultrasound,99904930
3181,CHC Kurali Ward,99901800
3182,CHC Kurali x-ray Department,99905271
3183,CHC Lalru,99901269
3184,CHC Lalru de-addiction,99904786
3185,CHC Lalru Dental Department,99906076
3186,CHC Lalru Emergency,99901943
3187,CHC Lalru EPI Wing,99907910
3188,CHC Lalru Eye Department,99907956
3189,CHC Lalru Eye OT,99904329
3190,CHC Lalru Female Ward,99908767
3191,CHC Lalru General OT,99907528
3192,CHC Lalru ICTC,99904613
3193,CHC Lalru Lab Department,99906777
3194,CHC Lalru Labor Room,99905501
3195,CHC Lalru Male Ward,99903467
3196,CHC Lalru OOAT Center,99913634
3197,CHC Lalru OPD,99902085
3198,CHC Lalru PP Unit,99908413
3199,CHC Lalru Ultrasound,99906831
3200,CHC Lalru Ward,99901801
3201,CHC Lalru x-ray Department,99905242
3202,CHC Lambi,99901198
3203,CHC Lambi de-addiction,99904712
3204,CHC Lambi de-addiction,99903679
3205,CHC Lambi Dental Department,99906002
3206,CHC Lambi Dental Department,99905644
3207,CHC Lambi Emergency,99902489
3208,CHC Lambi Emergency,99901944
3209,CHC Lambi EPI Wing,99907836
3210,CHC Lambi EPI Wing,99907654
3211,CHC Lambi Eye Department,99907128
3212,CHC Lambi Eye Department,99904424
3213,CHC Lambi Eye OT,99904255
3214,CHC Lambi Eye OT,99904073
3215,CHC Lambi Female Ward,99908693
3216,CHC Lambi Female Ward,99908510
3217,CHC Lambi General OT,99907274
3218,CHC Lambi General OT,99907454
3219,CHC Lambi ICTC,99904573
3220,CHC Lambi ICTC,99903546
3221,CHC Lambi Lab Department,99905606
3222,CHC Lambi Lab Department,99906210
3223,CHC Lambi Labor Room,99906086
3224,CHC Lambi Labor Room,99905452
3225,CHC Lambi Male Ward,99903211
3226,CHC Lambi Male Ward,99903393
3227,CHC Lambi OOAT Center,99913709
3228,CHC Lambi OPD,99902086
3229,CHC Lambi OPD,99902699
3230,CHC Lambi PP Unit,99908192
3231,CHC Lambi PP Unit,99908377
3232,CHC Lambi Sub Centre,99902909
3233,CHC Lambi Ultrasound,99906570
3234,CHC Lambi Ultrasound,99906737
3235,CHC Lambi Ward,99902279
3236,CHC Lambi Ward,99901802
3237,CHC Lambi x-ray Department,99904997
3238,CHC Lambi x-ray Department,99905204
3239,CHC Lehargaga OOAT Center,99913703
3240,CHC Lehragaga,99901303
3241,CHC Lehragaga de-addiction,99903774
3242,CHC Lehragaga Dental Department,99905846
3243,CHC Lehragaga Emergency,99901945
3244,CHC Lehragaga EPI Wing,99907727
3245,CHC Lehragaga Eye Department,99906895
3246,CHC Lehragaga Eye OT,99904146
3247,CHC Lehragaga Female Ward,99908584
3248,CHC Lehragaga General OT,99907349
3249,CHC Lehragaga ICTC,99904464
3250,CHC Lehragaga Lab Department,99906282
3251,CHC Lehragaga Labor Room,99905341
3252,CHC Lehragaga Male Ward,99903285
3253,CHC Lehragaga OPD,99902087
3254,CHC Lehragaga PP Unit,99908266
3255,CHC Lehragaga SHC,99912562
3256,CHC Lehragaga Ultrasound,99906629
3257,CHC Lehragaga Ward,99901803
3258,CHC Lehragaga x-ray Department,99905072
3259,CHC Lohian OOAT Center,99913739
3260,CHC Lohina Khas,99901245
3261,CHC Lohina Khas de-addiction,99903724
3262,CHC Lohina Khas Dental Department,99905815
3263,CHC Lohina Khas Emergency,99901946
3264,CHC Lohina Khas EPI Wing,99907696
3265,CHC Lohina Khas Eye Department,99906864
3266,CHC Lohina Khas Eye OT,99904116
3267,CHC Lohina Khas Female Ward,99908553
3268,CHC Lohina Khas General OT,99907317
3269,CHC Lohina Khas ICTC,99903589
3270,CHC Lohina Khas Lab Department,99906252
3271,CHC Lohina Khas Labor Room,99905310
3272,CHC Lohina Khas Male Ward,99903254
3273,CHC Lohina Khas OPD,99902088
3274,CHC Lohina Khas PP Unit,99908235
3275,CHC Lohina Khas Ultrasound,99906450
3276,CHC Lohina Khas Ward,99901804
3277,CHC Lohina Khas x-ray Department,99905040
3278,CHC Longowal,99901304
3279,CHC Longowal de-addiction,99903758
3280,CHC Longowal Dental Department,99905829
3281,CHC Longowal Emergency,99901947
3282,CHC Longowal EPI Wing,99907711
3283,CHC Longowal Eye Department,99906879
3284,CHC Longowal Eye OT,99904130
3285,CHC Longowal Female Ward,99908568
3286,CHC Longowal General OT,99907332
3287,CHC Longowal ICTC,99904020
3288,CHC Longowal Lab Department,99906266
3289,CHC Longowal Labor Room,99905325
3290,CHC Longowal Male Ward,99903269
3291,CHC Longowal OOAT Center,99913702
3292,CHC Longowal OPD,99902089
3293,CHC Longowal PP Unit,99908250
3294,CHC Longowal SHC,99912561
3295,CHC Longowal Ultrasound,99906613
3296,CHC Longowal Ward,99901805
3297,CHC Longowal x-ray Department,99905056
3298,CHC Lopoke,99901206
3299,CHC Lopoke de-addiction,99903686
3300,CHC Lopoke Dental Department,99905651
3301,CHC Lopoke Emergency,99901948
3302,CHC Lopoke EPI Wing,99907660
3303,CHC Lopoke Eye Department,99904431
3304,CHC Lopoke Eye OT,99904080
3305,CHC Lopoke Female Ward,99908517
3306,CHC Lopoke General OT,99907281
3307,CHC Lopoke ICTC,99903553
3308,CHC Lopoke Lab Department,99906217
3309,CHC Lopoke Labor Room,99906093
3310,CHC Lopoke Male Ward,99903218
3311,CHC Lopoke OOAT Center,99913531
3312,CHC Lopoke OPD,99902090
3313,CHC Lopoke PP Unit,99908199
3314,CHC Lopoke Ultrasound,99906577
3315,CHC Lopoke Ward,99901806
3316,CHC Lopoke x-ray Department,99905004
3317,CHC Machhiwara OOAT Center,99913645
3318,CHC Machhiwara SHC,99912792
3319,CHC Machiwara,99901281
3320,CHC Machiwara de-addiction,99903720
3321,CHC Machiwara Dental Department,99905811
3322,CHC Machiwara Emergency,99901949
3323,CHC Machiwara EPI Wing,99907692
3324,CHC Machiwara Eye Department,99906860
3325,CHC Machiwara Eye OT,99904112
3326,CHC Machiwara Female Ward,99908549
3327,CHC Machiwara General OT,99907313
3328,CHC Machiwara ICTC,99903585
3329,CHC Machiwara Lab Department,99906249
3330,CHC Machiwara Labor Room,99905306
3331,CHC Machiwara Male Ward,99903250
3332,CHC Machiwara OPD,99902091
3333,CHC Machiwara PP Unit,99908231
3334,CHC Machiwara Ultrasound,99906446
3335,CHC Machiwara Ward,99901807
3336,CHC Machiwara x-ray Department,99905036
3337,CHC Mahalpur,99901233
3338,CHC Mahalpur de-addiction,99903700
3339,CHC Mahalpur Dental Department,99905793
3340,CHC Mahalpur Emergency,99901950
3341,CHC Mahalpur EPI Wing,99907674
3342,CHC Mahalpur Eye Department,99907091
3343,CHC Mahalpur Eye OT,99904094
3344,CHC Mahalpur Female Ward,99908531
3345,CHC Mahalpur General OT,99907295
3346,CHC Mahalpur ICTC,99903567
3347,CHC Mahalpur Lab Department,99906231
3348,CHC Mahalpur Labor Room,99906107
3349,CHC Mahalpur Male Ward,99903232
3350,CHC Mahalpur OOAT Center,99913720
3351,CHC Mahalpur OPD,99902092
3352,CHC Mahalpur PP Unit,99908213
3353,CHC Mahalpur Ultrasound,99906594
3354,CHC Mahalpur Ward,99901808
3355,CHC Mahalpur x-ray Department,99905018
3356,CHC Mahil Kalan,99901169
3357,CHC Mahil Kalan CHO,99912900
3358,CHC Mahil Kalan de-addiction,99904789
3359,CHC Mahil Kalan Dental Department,99906079
3360,CHC Mahil Kalan Emergency,99901951
3361,CHC Mahil Kalan EPI Wing,99907913
3362,CHC Mahil Kalan Eye Department,99907959
3363,CHC Mahil Kalan Eye OT,99903613
3364,CHC Mahil Kalan Female Ward,99908770
3365,CHC Mahil Kalan General OT,99907531
3366,CHC Mahil Kalan ICTC,99904616
3367,CHC Mahil Kalan Lab Department,99906780
3368,CHC Mahil Kalan Labor Room,99905504
3369,CHC Mahil Kalan Male Ward,99903470
3370,CHC Mahil Kalan OPD,99902093
3371,CHC Mahil Kalan PP Unit,99908416
3372,CHC Mahil Kalan RBSK,99912703
3373,CHC Mahil Kalan Sub Center,99912978
3374,CHC Mahil Kalan Ultrasound,99906834
3375,CHC Mahil Kalan Ward,99901809
3376,CHC Mahil Kalan x-ray Department,99905245
3377,CHC Mainwind de-addiction,99904348
3378,CHC Mainwind Dental Department,99905690
3379,CHC Mainwind Emergency,99901952
3380,CHC Mainwind EPI Wing,99907552
3381,CHC Mainwind Eye Department,99907003
3382,CHC Mainwind Eye OT,99908836
3383,CHC Mainwind Female Ward,99903074
3384,CHC Mainwind General OT,99908023
3385,CHC Mainwind ICTC,99904818
3386,CHC Mainwind Lab Department,99906436
3387,CHC Mainwind Labor Room,99904926
3388,CHC Mainwind Male Ward,99903093
3389,CHC Mainwind OPD,99902094
3390,CHC Mainwind PP Unit,99908091
3391,CHC Mainwind Ultrasound,99906468
3392,CHC Mainwind Ward,99901810
3393,CHC Mainwind x-ray Department,99903910
3394,CHC Majhi HWC,99909994
3395,CHC Majitha,99901207
3396,CHC Majitha de-addiction,99903680
3397,CHC Majitha Dental Department,99905645
3398,CHC Majitha Emergency,99901953
3399,CHC Majitha EPI Wing,99907655
3400,CHC Majitha Eye Department,99904425
3401,CHC Majitha Eye OT,99904074
3402,CHC Majitha Female Ward,99908511
3403,CHC Majitha General OT,99907275
3404,CHC Majitha ICTC,99903547
3405,CHC Majitha Lab Department,99906211
3406,CHC Majitha Labor Room,99906087
3407,CHC Majitha Male Ward,99903212
3408,CHC Majitha OOAT Center,99913532
3409,CHC Majitha OPD,99902095
3410,CHC Majitha PP Unit,99908193
3411,CHC Majitha Ultrasound,99906571
3412,CHC Majitha Ward,99901811
3413,CHC Majitha x-ray Department,99904998
3414,CHC Makhu,99901266
3415,CHC Makhu de-addiction,99903888
3416,CHC Makhu de-addiction,99903744
3417,CHC Makhu Dental Department,99905816
3418,CHC Makhu Dental Department,99905896
3419,CHC Makhu Emergency,99901954
3420,CHC Makhu Emergency,99902411
3421,CHC Makhu EPI Wing,99907697
3422,CHC Makhu EPI Wing,99907777
3423,CHC Makhu Eye Department,99906865
3424,CHC Makhu Eye Department,99906944
3425,CHC Makhu Eye OT,99904117
3426,CHC Makhu Eye OT,99904196
3427,CHC Makhu Female Ward,99908634
3428,CHC Makhu Female Ward,99908554
3429,CHC Makhu General OT,99907399
3430,CHC Makhu General OT,99907318
3431,CHC Makhu ICTC,99903590
3432,CHC Makhu ICTC,99904514
3433,CHC Makhu Lab Department,99906332
3434,CHC Makhu Lab Department,99903641
3435,CHC Makhu Labor Room,99905311
3436,CHC Makhu Labor Room,99905391
3437,CHC Makhu Male Ward,99903255
3438,CHC Makhu Male Ward,99903335
3439,CHC Makhu OOAT Center,99913546
3440,CHC Makhu OPD,99902096
3441,CHC Makhu OPD,99902621
3442,CHC Makhu PP Unit,99908316
3443,CHC Makhu PP Unit,99908236
3444,CHC Makhu Sub Centre,99902831
3445,CHC Makhu Ultrasound,99906679
3446,CHC Makhu Ultrasound,99906451
3447,CHC Makhu Ward,99902201
3448,CHC Makhu Ward,99901812
3449,CHC Makhu x-ray Department,99905125
3450,CHC Makhu x-ray Department,99905041
3451,CHC Makko wal HWC,99909950
3452,CHC Malaud,99901277
3453,CHC Malaud de-addiction,99904669
3454,CHC Malaud Dental Department,99905711
3455,CHC Malaud Emergency,99901955
3456,CHC Malaud EPI Wing,99907574
3457,CHC Malaud Eye Department,99907025
3458,CHC Malaud Eye OT,99903968
3459,CHC Malaud Female Ward,99908431
3460,CHC Malaud General OT,99907200
3461,CHC Malaud ICTC,99904840
3462,CHC Malaud Lab Department,99906133
3463,CHC Malaud Labor Room,99905078
3464,CHC Malaud Male Ward,99903115
3465,CHC Malaud OOAT Center,99913647
3466,CHC Malaud OPD,99902097
3467,CHC Malaud PP Unit,99908113
3468,CHC Malaud Ultrasound,99906490
3469,CHC Malaud Ward,99901813
3470,CHC Malaud x-ray Department,99903932
3471,CHC Mamdot,99901263
3472,CHC Mamdot de-addiction,99903754
3473,CHC Mamdot Dental Department,99905826
3474,CHC Mamdot Emergency,99901956
3475,CHC Mamdot EPI Wing,99907707
3476,CHC Mamdot Eye Department,99906875
3477,CHC Mamdot Eye OT,99904127
3478,CHC Mamdot Female Ward,99908564
3479,CHC Mamdot General OT,99907328
3480,CHC Mamdot ICTC,99903600
3481,CHC Mamdot Lab Department,99906262
3482,CHC Mamdot Labor Room,99905321
3483,CHC Mamdot Male Ward,99903265
3484,CHC Mamdot OOAT Center,99913544
3485,CHC Mamdot OPD,99902098
3486,CHC Mamdot PP Unit,99908246
3487,CHC Mamdot Ultrasound,99906461
3488,CHC Mamdot Ward,99901814
3489,CHC Mamdot x-ray Department,99905051
3490,CHC Manawala de-addiction,99904341
3491,CHC Manawala Dental Department,99905683
3492,CHC Manawala EPI Wing,99907545
3493,CHC Manawala Eye Department,99906996
3494,CHC Manawala Eye OT,99908829
3495,CHC Manawala Female Ward,99903067
3496,CHC Manawala General OT,99908016
3497,CHC Manawala ICTC,99904007
3498,CHC Manawala Lab Department,99905785
3499,CHC Manawala Labor Room,99905591
3500,CHC Manawala Male Ward,99903086
3501,CHC Manawala OOAT Center,99913533
3502,CHC Manawala PP Unit,99908084
3503,CHC Manawala Ultrasound,99905942
3504,CHC Manawala x-ray Department,99904919
3505,CHC Mand Bhandher LHV,99909929
3506,CHC Mand Bhandher MMU,99909928
3507,CHC Mand HWC,99909949
3508,CHC Mand Mandher,99901229
3509,CHC Mand Mandher de-addiction,99903692
3510,CHC Mand Mandher Dental Department,99905657
3511,CHC Mand Mandher Emergency,99901957
3512,CHC Mand Mandher EPI Wing,99907666
3513,CHC Mand Mandher Eye Department,99904437
3514,CHC Mand Mandher Eye OT,99904086
3515,CHC Mand Mandher Female Ward,99908523
3516,CHC Mand Mandher General OT,99907287
3517,CHC Mand Mandher ICTC,99903559
3518,CHC Mand Mandher Lab Department,99906223
3519,CHC Mand Mandher Labor Room,99906099
3520,CHC Mand Mandher Male Ward,99903224
3521,CHC Mand Mandher OOAT Center,99913747
3522,CHC Mand Mandher OPD,99902099
3523,CHC Mand Mandher PP Unit,99908205
3524,CHC Mand Mandher Ultrasound,99906586
3525,CHC Mand Mandher Ward,99901815
3526,CHC Mand Mandher x-ray Department,99905010
3527,CHC Manupur,99901280
3528,CHC Manupur de-addiction,99903755
3529,CHC Manupur Dental Department,99905827
3530,CHC Manupur Emergency,99901958
3531,CHC Manupur EPI Wing,99907708
3532,CHC Manupur Eye Department,99906876
3533,CHC Manupur Eye OT,99904128
3534,CHC Manupur Female Ward,99908565
3535,CHC Manupur General OT,99907329
3536,CHC Manupur ICTC,99903601
3537,CHC Manupur Lab Department,99906263
3538,CHC Manupur Labor Room,99905322
3539,CHC Manupur Male Ward,99903266
3540,CHC Manupur Mini PHC,99909099
3541,CHC Manupur OOAT Center,99913648
3542,CHC Manupur OPD,99902100
3543,CHC Manupur PP Unit,99908247
3544,CHC Manupur RBSK,99912996
3545,CHC Manupur Sector,99912858
3546,CHC Manupur Sub Centre,99909096
3547,CHC Manupur Ultrasound,99906462
3548,CHC Manupur Ward,99901816
3549,CHC Manupur x-ray Department,99905052
3550,CHC Maur Mandi,99901177
3551,CHC Maur Mandi de-addiction,99903655
3552,CHC Maur Mandi Dental Department,99905299
3553,CHC Maur Mandi Emergency,99901959
3554,CHC Maur Mandi EPI Wing,99907630
3555,CHC Maur Mandi Eye Department,99907081
