,Store,Store_Type,Transaction_Type,Other_Store,Drug_Name,Moving_Type,Drug_Rate,Batch No,Date,Expiry,Received Qty,Issued Qty,Balance,Issue_Type,Issue_Number,Transaction_Number,Particulars,Document_Date
205,CHC Bhagta,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,10-02-2023 11:48,30-Sep-24,5000,0,5600,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200067 From DDW : DWH Bathinda Transaction No. 1031230200067 Document Date : 10-Feb-2023,10-Feb-23
206,CHC Ballian Wali,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,20-01-2023 10:08,30-Sep-24,200,0,200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100305 From DDW : DWH Bathinda Transaction No. 1031230100305 Document Date : 20-Jan-2023,20-Jan-23
207,CHC Ballian Wali,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,09-02-2023 11:47,30-Sep-24,5000,0,5000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200093 From DDW : DWH Bathinda Transaction No. 1031230200093 Document Date : 09-Feb-2023,09-Feb-23
208,CHC Sadiq,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,21-02-2023 12:27,30-Sep-24,5000,0,5000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200242 From DDW : DWH Bathinda Transaction No. 1031230200242 Document Date : 21-Feb-2023,21-Feb-23
209,CHC Baja Khana,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,10-02-2023 08:39,30-Sep-24,5000,0,5000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200123 From DDW : DWH Bathinda Transaction No. 1031230200123 Document Date : 10-Feb-2023,10-Feb-23
210,CHC Jaitu,IndentOnly,RECEIVED_FROM_STORE,CHC Baja Khana,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,27-05-2023 11:18,30-Sep-24,500,0,500,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230500028 From DDW : CHC Baja Khana Transaction No. 1031230500028 Document Date : 27-May-2023,27-May-23
211,CHC Jaitu,IndentOnly,RECEIVED_FROM_STORE,CHC Baja Khana,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,27-02-2023 09:30,28-Feb-27,300,0,300,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200041 From DDW : CHC Baja Khana Transaction No. 1031230200041 Document Date : 27-Feb-2023,27-Feb-23
212,CHC Jaitu,IndentOnly,RECEIVED_FROM_STORE,CHC Baja Khana,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,25-04-2023 09:13,28-Feb-27,100,0,200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230400021 From DDW : CHC Baja Khana Transaction No. 1031230400021 Document Date : 25-Apr-2023,25-Apr-23
213,CHC Dudhike,Both,RECEIVED_FROM_STORE,CHC Badhni Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,06-03-2023 12:39,31-Oct-24,4600,0,4600,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230300008 From DDW : CHC Badhni Kalan Transaction No. 1031230300008 Document Date : 06-Mar-2023,06-Mar-23
214,CHC Dudhike,Both,RECEIVED_FROM_STORE,CHC Badhni Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,06-03-2023 12:39,30-Sep-24,400,0,5000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230300008 From DDW : CHC Badhni Kalan Transaction No. 1031230300008 Document Date : 06-Mar-2023,06-Mar-23
215,CHC Dudhike,Both,RECEIVED_FROM_STORE,CHC Badhni Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-04-2023 09:27,31-Oct-24,1500,0,3250,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230400001 From DDW : CHC Badhni Kalan Transaction No. 1031230400001 Document Date : 13-Apr-2023,13-Apr-23
216,CHC Dudhike,Both,RECEIVED_FROM_STORE,CHC Badhni Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,29-04-2023 21:00,31-Oct-24,2000,0,5250,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230400042 From DDW : CHC Badhni Kalan Transaction No. 1031230400042 Document Date : 29-Apr-2023,29-Apr-23
217,CHC Daroli Bhai,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,25-01-2023 10:32,30-Sep-24,200,0,200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100302 From DDW : DWH Bathinda Transaction No. 1031230100302 Document Date : 25-Jan-2023,25-Jan-23
218,CHC Daroli Bhai,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,15-02-2023 10:10,30-Sep-24,10000,0,10000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200146 From DDW : DWH Bathinda Transaction No. 1031230200146 Document Date : 15-Feb-2023,15-Feb-23
219,CHC Kot Ise Khan,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 11:31,30-Sep-24,500,0,500,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100294 From DDW : DWH Bathinda Transaction No. 1031230100294 Document Date : 23-Jan-2023,23-Jan-23
220,CHC Kot Ise Khan,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,01-03-2023 13:02,31-Oct-24,10000,0,10200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200397 From DDW : DWH Bathinda Transaction No. 1031230200397 Document Date : 01-Mar-2023,01-Mar-23
221,CHC Kot Ise Khan,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Intraocular Lens-101 20.50 D [999],Slow Moving,69.56,1,01-03-2023 13:02,04-Jan-25,5,0,5,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200397 From DDW : DWH Bathinda Transaction No. 1031230200397 Document Date : 01-Mar-2023,01-Mar-23
222,CHC Kot Ise Khan,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Intraocular Lens-101 23.50 D [999],Slow Moving,69.56,1,01-03-2023 13:02,04-Jan-25,5,0,5,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200397 From DDW : DWH Bathinda Transaction No. 1031230200397 Document Date : 01-Mar-2023,01-Mar-23
223,CHC Dhabwali Kalan,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,18-01-2023 13:11,31-Oct-24,200,0,200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100188 From DDW : DWH Bathinda Transaction No. 1031230100188 Document Date : 18-Jan-2023,18-Jan-23
224,CHC Dhabwali Kalan,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,01-03-2023 11:25,31-Oct-24,1000,0,1000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200372 From DDW : DWH Bathinda Transaction No. 1031230200372 Document Date : 01-Mar-2023,01-Mar-23
225,CHC Sitto Guino,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,20-01-2023 11:02,31-Oct-24,300,0,300,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100189 From DDW : DWH Bathinda Transaction No. 1031230100189 Document Date : 20-Jan-2023,20-Jan-23
226,CHC Sitto Guino,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,15-02-2023 12:38,30-Sep-24,2000,0,2000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200181 From DDW : DWH Bathinda Transaction No. 1031230200181 Document Date : 15-Feb-2023,15-Feb-23
227,CHC Khui Khera,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,18-01-2023 15:02,31-Oct-24,600,0,600,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100200 From DDW : DWH Bathinda Transaction No. 1031230100200 Document Date : 18-Jan-2023,18-Jan-23
228,CHC Verka,IndentOnly,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-02-2023 11:54,30-Sep-24,5000,0,5000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200212 From DDW : DWH Amritsar Transaction No. 1031230200212 Document Date : 23-Feb-2023,23-Feb-23
229,CHC Bham,Both,RECEIVED_FROM_STORE,DWH Amritsar,Sitagliptin Tab 100mg [999],,,U034391,18-01-2023 11:49,30-Sep-24,1040,0,1400,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031221200025 From DDW : DWH Amritsar Transaction No. 1031221200025 Document Date : 18-Jan-2023,18-Jan-23
230,CHC Bhunga,IndentOnly,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,02-03-2023 10:04,30-Sep-24,1000,0,1200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200320 From DDW : DWH Amritsar Transaction No. 1031230200320 Document Date : 02-Mar-2023,02-Mar-23
231,CHC Tanda,Both,RECEIVED_FROM_STORE,SDH Dasuya,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT22928,13-04-2023 12:23,30-Jun-24,200,0,200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230400028 From DDW : SDH Dasuya Transaction No. 1031230400028 Document Date : 13-Apr-2023,13-Apr-23
232,CHC Binewal,IndentOnly,RECEIVED_FROM_STORE,CS Hoshiarpur,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,10-03-2023 08:51,30-Sep-24,2000,0,2000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230300005 From DDW : CS Hoshiarpur Transaction No. 1031230300005 Document Date : 10-Mar-2023,10-Mar-23
233,CHC Kartarpur,Both,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,09-03-2023 11:39,30-Sep-24,2000,0,2000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200282 From DDW : DWH Amritsar Transaction No. 1031230200282 Document Date : 09-Mar-2023,09-Mar-23
234,CHC Shankar,IndentOnly,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,02-04-2023 17:04,31-Oct-24,2000,0,2000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230300296 From DDW : DWH Amritsar Transaction No. 1031230300296 Document Date : 02-Apr-2023,02-Apr-23
235,CHC Shankar,IndentOnly,RECEIVED_FROM_STORE,DWH Amritsar,Sitagliptin Tab 100mg [999],,,U034391,01-01-2023 12:38,30-Sep-24,360,0,360,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031221200319 From DDW : DWH Amritsar Transaction No. 1031221200319 Document Date : 01-Jan-2023,01-Jan-23
236,CHC Panchat,Both,RECEIVED_FROM_STORE,DWH Amritsar,Vitamin Tab.- Vit E 200mg (Sofgel) [999],,,M01BN17002,23-01-2023 13:55,31-Mar-19,6000,0,8000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031170500170 From DDW : DWH Amritsar Transaction No. 1031170500170 Document Date : 23-Jan-2023,23-Jan-23
237,CHC Sur Singh wala,Both,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,02-03-2023 10:39,30-Sep-24,5000,0,5000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230300001 From DDW : DWH Amritsar Transaction No. 1031230300001 Document Date : 02-Mar-2023,02-Mar-23
238,CHC Sarhali,IndentOnly,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,01-03-2023 12:59,30-Sep-24,8400,0,8400,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200313 From DDW : DWH Amritsar Transaction No. 1031230200313 Document Date : 01-Mar-2023,01-Mar-23
239,CHC Naushera Pannuan,IndentOnly,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,06-04-2023 13:19,30-Sep-24,8400,0,8400,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200236 From DDW : DWH Amritsar Transaction No. 1031230200236 Document Date : 06-Apr-2023,06-Apr-23
240,CHC Mamdot,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 13:10,30-Sep-24,500,0,680,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100241 From DDW : DWH Bathinda Transaction No. 1031230100241 Document Date : 23-Jan-2023,23-Jan-23
241,CHC Amloh,Both,RECEIVED_FROM_STORE,DWH Kharar,Cefotaxime Inj 500 Mg [999],,,CEFI22002,13-03-2023 10:04,30-Jun-24,300,0,500,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031220800153 From DDW : DWH Kharar Transaction No. 1031220800153 Document Date : 13-Mar-2023,13-Mar-23
242,CHC Malaud,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,27-01-2023 11:13,30-Sep-24,200,0,7200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100157 From DDW : DWH Kharar Transaction No. 1031230100157 Document Date : 27-Jan-2023,27-Jan-23
243,CHC Malaud,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,27-02-2023 11:33,30-Sep-24,1000,0,8000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200137 From DDW : DWH Kharar Transaction No. 1031230200137 Document Date : 27-Feb-2023,27-Feb-23
244,CHC Malaud,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,26-04-2023 13:59,31-Oct-24,1000,0,9000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230400128 From DDW : DWH Kharar Transaction No. 1031230400128 Document Date : 26-Apr-2023,26-Apr-23
245,CHC Pakhowal,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 10:28,30-Sep-24,300,0,300,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100139 From DDW : DWH Kharar Transaction No. 1031230100139 Document Date : 23-Jan-2023,23-Jan-23
246,CHC Pakhowal,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,20-02-2023 09:13,30-Sep-24,2000,0,2000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200091 From DDW : DWH Kharar Transaction No. 1031230200091 Document Date : 20-Feb-2023,20-Feb-23
247,CHC Hathur,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,21-01-2023 12:58,30-Sep-24,300,0,500,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100093 From DDW : DWH Kharar Transaction No. 1031230100093 Document Date : 21-Jan-2023,21-Jan-23
248,CHC Hathur,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,08-02-2023 10:36,30-Sep-24,20000,0,20200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200027 From DDW : DWH Kharar Transaction No. 1031230200027 Document Date : 08-Feb-2023,08-Feb-23
249,CHC Kumkalan,Both,RECEIVED_FROM_STORE,DWH Kharar,Sitagliptin Tab 100mg [999],,,U034391,07-01-2023 13:11,30-Sep-24,100,0,150,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100018 From DDW : DWH Kharar Transaction No. 1031230100018 Document Date : 07-Jan-2023,07-Jan-23
250,CHC Badshshpur,IndentOnly,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,10-03-2023 14:28,31-Oct-24,1000,0,1000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200221 From DDW : DWH Kharar Transaction No. 1031230200221 Document Date : 10-Mar-2023,10-Mar-23
251,CHC Tripri,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,21-01-2023 10:41,30-Sep-24,300,0,300,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100110 From DDW : DWH Kharar Transaction No. 1031230100110 Document Date : 21-Jan-2023,21-Jan-23
252,CHC Tripri,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,21-02-2023 12:56,30-Sep-24,1000,0,1000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200102 From DDW : DWH Kharar Transaction No. 1031230200102 Document Date : 21-Feb-2023,21-Feb-23
253,CHC Tripri,Both,RECEIVED_FROM_STORE,DWH Kharar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,17-04-2023 11:25,31-Oct-24,200,0,200,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230400084 From DDW : DWH Kharar Transaction No. 1031230400084 Document Date : 17-Apr-2023,17-Apr-23
254,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,AT-065321,20-04-2023 19:22,30-Jun-24,10000,0,18000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031211000343 From DDW : DWH Bathinda Transaction No. 1031211000343 Document Date : 20-Apr-2023,20-Apr-23
255,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,AT-018621,20-04-2023 19:38,29-Feb-24,12000,0,30000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031210600287 From DDW : DWH Bathinda Transaction No. 1031210600287 Document Date : 20-Apr-2023,20-Apr-23
256,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,AT-067920,20-04-2023 19:40,31-Aug-23,5000,0,35000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031210200148 From DDW : DWH Bathinda Transaction No. 1031210200148 Document Date : 20-Apr-2023,20-Apr-23
257,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,AT-067720,20-04-2023 19:43,31-Aug-23,12000,0,47000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031201100269 From DDW : DWH Bathinda Transaction No. 1031201100269 Document Date : 20-Apr-2023,20-Apr-23
258,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,AT-014320,20-04-2023 19:59,31-Jan-23,2000,0,49000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031200600002 From DDW : DWH Bathinda Transaction No. 1031200600002 Document Date : 20-Apr-2023,20-Apr-23
259,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,AT-014320,20-04-2023 20:01,31-Jan-23,5000,0,54000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031200500008 From DDW : DWH Bathinda Transaction No. 1031200500008 Document Date : 20-Apr-2023,20-Apr-23
260,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,AT-014320,20-04-2023 20:05,31-Jan-23,10000,0,64000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031200400175 From DDW : DWH Bathinda Transaction No. 1031200400175 Document Date : 20-Apr-2023,20-Apr-23
261,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,LT60686,20-04-2023 20:23,28-Feb-19,40000,0,104000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031170600157 From DDW : DWH Bathinda Transaction No. 1031170600157 Document Date : 20-Apr-2023,20-Apr-23
262,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,LT50931,20-04-2023 20:33,28-Feb-18,10000,0,114000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031161100029 From DDW : DWH Bathinda Transaction No. 1031161100029 Document Date : 20-Apr-2023,20-Apr-23
263,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,IT50719,20-04-2023 20:36,30-Nov-17,20000,0,134000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031160700132 From DDW : DWH Bathinda Transaction No. 1031160700132 Document Date : 20-Apr-2023,20-Apr-23
264,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,IT50717,20-04-2023 20:42,30-Nov-17,20000,0,154000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031160400058 From DDW : DWH Bathinda Transaction No. 1031160400058 Document Date : 20-Apr-2023,20-Apr-23
265,CHC Longowal,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Paracetamol 325 Mg + Diclofenac Sodium 50 Mg Tab [999],Slow Moving,31.92,FT50452,20-04-2023 20:44,31-Aug-17,60000,0,214000,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031151200045 From DDW : DWH Bathinda Transaction No. 1031151200045 Document Date : 20-Apr-2023,20-Apr-23
266,CHC Bhawanigarh,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,20-01-2023 16:44,30-Sep-24,200,0,1600,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100259 From DDW : DWH Bathinda Transaction No. 1031230100259 Document Date : 20-Jan-2023,20-Jan-23
267,CHC Kauhrian,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,22-01-2023 12:15,30-Sep-24,400,0,400,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100277 From DDW : DWH Bathinda Transaction No. 1031230100277 Document Date : 22-Jan-2023,22-Jan-23
268,CHC Kauhrian,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,08-02-2023 10:21,30-Sep-24,1200,0,1400,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200079 From DDW : DWH Bathinda Transaction No. 1031230200079 Document Date : 08-Feb-2023,08-Feb-23
269,CHC Sherpur,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 11:32,30-Sep-24,400,0,400,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100257 From DDW : DWH Bathinda Transaction No. 1031230100257 Document Date : 23-Jan-2023,23-Jan-23
270,CHC Bagha Purana,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,26-01-2023 17:38,30-Sep-24,400,0,900,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100291 From DDW : DWH Bathinda Transaction No. 1031230100291 Document Date : 26-Jan-2023,26-Jan-23
271,CHC Bagha Purana,Both,RECEIVED_FROM_STORE,DWH Bathinda,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,02-03-2023 10:22,31-Oct-24,2000,0,2500,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200374 From DDW : DWH Bathinda Transaction No. 1031230200374 Document Date : 02-Mar-2023,02-Mar-23
272,CHC Bhungal Bhadani,Both,RECEIVED_FROM_STORE,DWH Amritsar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,24-02-2023 10:34,30-Sep-24,8400,0,8400,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200253 From DDW : DWH Amritsar Transaction No. 1031230200253 Document Date : 24-Feb-2023,24-Feb-23
273,MC Faridkot,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Entecavir 0.5mg Tab [999999],Slow Moving,1,E16MD22002,04-01-2023 10:20,31-Aug-24,11,0,11,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100027 From DDW : DWH Bathinda Transaction No. 1031230100027 Document Date : 04-Jan-2023,04-Jan-23
274,MC Faridkot,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,04-01-2023 10:20,30-Apr-23,100,0,250,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230100027 From DDW : DWH Bathinda Transaction No. 1031230100027 Document Date : 04-Jan-2023,04-Jan-23
275,MC Faridkot,IndentOnly,RECEIVED_FROM_STORE,DWH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3127072,23-02-2023 12:16,30-Apr-23,144,0,294,Issue,1.03E+12,1.03E+12,Recieved through Ack Desk against Issue No. 1031230200190 From DDW : DWH Bathinda Transaction No. 1031230200190 Document Date : 23-Feb-2023,23-Feb-23
