,Store,Store_Type,Transaction_Type,Other_Store,Drug_Name,Moving_Type,Drug_Rate,Batch No,Date,Expiry,Received Qty,Issued Qty,Balance,Issue_Type,Issue_Number,Transaction_Number,Particulars,Document_Date,Code,Cost
1133,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Cefoparazone Inj 1gm  [M-41],Medium Moving,21.17,AB413002,30-May-2023 11:07,31-Mar-2025,0,200,3200,Issue,,1031230500134,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230500134 Document Date : 29-May-2023,29-May-2023,M-41,4234.0
1134,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Cefoparazone Inj 1gm  [M-41],Medium Moving,21.17,AB413002,23-Jun-2023 09:14,31-Mar-2025,0,400,2800,Issue,,1031230600078,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230600078 Document Date : 22-Jun-2023,22-Jun-2023,M-41,8468.0
1135,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,LBT-3170,28-Jan-2023 11:07,30-Apr-2024,0,400,28000,Issue,,1031230100083,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230100083 Document Date : 14-Jan-2023,14-Jan-2023,M-42,221760.0
1136,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,LBT-3129,23-Feb-2023 11:01,31-Mar-2024,0,1000,27000,Issue,,1031230200093,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230200093 Document Date : 23-Feb-2023,23-Feb-2023,M-42,554400.0
1137,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,LBT-3129,08-Mar-2023 14:33,31-Mar-2024,0,4000,23000,Issue,,1031230300017,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300017 Document Date : 06-Mar-2023,06-Mar-2023,M-42,2217600.0
1138,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,LBT-3129,17-Mar-2023 11:06,31-Mar-2024,0,3000,30000,Issue,,1031230300035,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300035 Document Date : 17-Mar-2023,17-Mar-2023,M-42,1663200.0
1139,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,CPG-102,25-Mar-2023 09:46,30-Jun-2024,0,1000,29000,Issue,,1031230300054,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230300054 Document Date : 25-Mar-2023,25-Mar-2023,M-42,554400.0
1140,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,CPG-102,28-Apr-2023 12:21,30-Jun-2024,0,1000,48000,Issue,,1031230400113,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230400113 Document Date : 28-Apr-2023,28-Apr-2023,M-42,554400.0
1141,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,CPG-102,02-May-2023 13:12,30-Jun-2024,0,2000,46000,Issue,,1031230500005,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230500005 Document Date : 02-May-2023,02-May-2023,M-42,1108800.0
1142,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,CPG-102,09-May-2023 13:53,30-Jun-2024,0,6000,40000,Issue,,1031230500043,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230500043 Document Date : 08-May-2023,08-May-2023,M-42,3326400.0
1143,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cefpodoxime Tab 200 mg  [M-42],Fast Moving,554.4,LBT-3227,09-May-2023 13:53,30-Jun-2024,0,12000,28000,Issue,,1031230500043,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230500043 Document Date : 08-May-2023,08-May-2023,M-42,6652800.0
1144,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone 1gm + Sulbactum Inj 500mg  [M-232],Medium Moving,23.12,AB272015A,16-Feb-2023 11:58,31-Oct-2024,0,200,31830,Issue,,1031230200064,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230200064 Document Date : 15-Feb-2023,15-Feb-2023,M-232,4624.0
1145,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone 1gm + Sulbactum Inj 500mg  [M-232],Medium Moving,23.12,AB272015A,16-Feb-2023 14:00,31-Oct-2024,0,200,31630,Issue,,1031230200067,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230200067 Document Date : 16-Feb-2023,16-Feb-2023,M-232,4624.0
1146,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone 1gm + Sulbactum Inj 500mg  [M-232],Medium Moving,23.12,AB272015A,21-Feb-2023 14:38,31-Oct-2024,0,200,31430,Issue,,1031230200088,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230200088 Document Date : 20-Feb-2023,20-Feb-2023,M-232,4624.0
1147,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone 1gm + Sulbactum Inj 500mg  [M-232],Medium Moving,23.12,AB272015A,23-Feb-2023 11:23,31-Oct-2024,0,200,31230,Issue,,1031230200096,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230200096 Document Date : 22-Feb-2023,22-Feb-2023,M-232,4624.0
1148,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone 1gm + Sulbactum Inj 500mg  [M-232],Medium Moving,23.12,AB272015A,23-Feb-2023 13:08,31-Oct-2024,0,200,31030,Issue,,1031230200100,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230200100 Document Date : 23-Feb-2023,23-Feb-2023,M-232,4624.0
1149,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone 1gm + Sulbactum Inj 500mg  [M-232],Medium Moving,23.12,AB273011,30-May-2023 11:07,28-Feb-2025,0,400,32630,Issue,,1031230500134,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230500134 Document Date : 29-May-2023,29-May-2023,M-232,9248.0
1150,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone 1gm + Sulbactum Inj 500mg  [M-232],Medium Moving,23.12,AB273011,01-Jun-2023 10:41,28-Feb-2025,0,400,32230,Issue,,1031230600001,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230600001 Document Date : 31-May-2023,31-May-2023,M-232,9248.0
1151,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,22CI124,09-Jan-2023 15:22,31-Aug-2024,0,200,300,Issue,,1031230100010,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230100010 Document Date : 04-Jan-2023,04-Jan-2023,M-43,2560.0
1152,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,22CI124,09-Jan-2023 15:59,31-Aug-2024,0,100,200,Issue,,1031230100020,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230100020 Document Date : 07-Jan-2023,07-Jan-2023,M-43,1280.0
1153,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,22CI124,10-Jan-2023 14:05,31-Aug-2024,0,100,100,Issue,,1031230100025,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230100025 Document Date : 07-Jan-2023,07-Jan-2023,M-43,1280.0
1154,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,22CI124,13-Jan-2023 12:03,31-Aug-2024,0,100,0,Issue,,1031230100036,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230100036 Document Date : 10-Jan-2023,10-Jan-2023,M-43,1280.0
1155,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,2366,02-Mar-2023 12:37,31-Jul-2024,0,200,400,Issue,,1031230300004,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300004 Document Date : 28-Feb-2023,28-Feb-2023,M-43,2560.0
1156,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,2366,02-Mar-2023 13:44,31-Jul-2024,0,200,200,Issue,,1031230300008,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300008 Document Date : 28-Feb-2023,28-Feb-2023,M-43,2560.0
1157,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,2366,09-Mar-2023 12:04,31-Jul-2024,0,200,1200,Issue,,1031230300019,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300019 Document Date : 07-Mar-2023,07-Mar-2023,M-43,2560.0
1158,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,09-Mar-2023 14:21,31-Aug-2025,0,100,1100,Issue,,1031230300024,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300024 Document Date : 04-Mar-2023,04-Mar-2023,M-43,1280.0
1159,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,16-Mar-2023 13:20,31-Aug-2025,0,100,1000,Issue,,1031230300025,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300025 Document Date : 04-Mar-2023,04-Mar-2023,M-43,1280.0
1160,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,16-Mar-2023 15:14,31-Aug-2025,0,200,800,Issue,,1031230300028,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300028 Document Date : 09-Mar-2023,09-Mar-2023,M-43,2560.0
1161,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,17-Mar-2023 09:53,31-Aug-2025,0,200,600,Issue,,1031230300032,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300032 Document Date : 10-Mar-2023,10-Mar-2023,M-43,2560.0
1162,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,24-Mar-2023 12:55,31-Aug-2025,0,150,450,Issue,,1031230300050,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300050 Document Date : 13-Mar-2023,13-Mar-2023,M-43,1920.0
1163,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,25-Mar-2023 10:07,31-Aug-2025,0,200,250,Issue,,1031230300055,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230300055 Document Date : 10-Mar-2023,10-Mar-2023,M-43,2560.0
1164,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,25-Mar-2023 10:32,31-Aug-2025,0,100,150,Issue,,1031230300056,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300056 Document Date : 13-Mar-2023,13-Mar-2023,M-43,1280.0
1165,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,25-Mar-2023 11:12,31-Aug-2025,0,100,50,Issue,,1031230300059,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230300059 Document Date : 13-Mar-2023,13-Mar-2023,M-43,1280.0
1166,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala de-addiction,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,A002431,25-Mar-2023 14:45,31-Aug-2025,0,50,0,Issue,,1031230300062,Offline Issue to Sub-Store : DH Barnala de-addiction Transaction No. 1031230300062 Document Date : 17-Mar-2023,17-Mar-2023,M-43,640.0
1167,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Labor Room,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,002506,01-Apr-2023 10:06,30-Nov-2024,0,100,1100,Issue,,1031230400001,Offline Issue to Sub-Store : DH Barnala Labor Room Transaction No. 1031230400001 Document Date : 16-Mar-2023,16-Mar-2023,M-43,1280.0
1168,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,002506,01-Apr-2023 13:58,30-Nov-2024,0,200,900,Issue,,1031230400009,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230400009 Document Date : 22-Mar-2023,22-Mar-2023,M-43,2560.0
1169,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,002506,01-Apr-2023 14:27,30-Nov-2024,0,150,750,Issue,,1031230400010,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230400010 Document Date : 22-Mar-2023,22-Mar-2023,M-43,1920.0
1170,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,002506,03-Apr-2023 14:41,30-Nov-2024,0,200,550,Issue,,1031230400014,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230400014 Document Date : 25-Mar-2023,25-Mar-2023,M-43,2560.0
1171,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,002506,05-Apr-2023 12:11,30-Nov-2024,0,200,350,Issue,,1031230400026,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230400026 Document Date : 25-Mar-2023,25-Mar-2023,M-43,2560.0
1172,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,002506,05-Apr-2023 12:28,30-Nov-2024,0,200,150,Issue,,1031230400030,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230400030 Document Date : 28-Mar-2023,28-Mar-2023,M-43,2560.0
1173,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,002506,05-Apr-2023 12:45,30-Nov-2024,0,150,0,Issue,,1031230400035,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230400035 Document Date : 29-Mar-2023,29-Mar-2023,M-43,1920.0
1174,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Ceftriaxone Inj 1gm  [M-43],Medium Moving,12.8,0051647,19-Jun-2023 13:54,30-Apr-2024,0,50,350,Issue,,1031230600073,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230600073 Document Date : 14-Jun-2023,14-Jun-2023,M-43,640.0
1175,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cefuroxime Axetil Tab 250 mg  [57.1],Medium Moving,575.77,LBT-2932,17-Mar-2023 11:06,28-Oct-2023,0,2500,37000,Issue,,1031230300035,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300035 Document Date : 17-Mar-2023,17-Mar-2023,57.1,1439425.0
1176,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cefuroxime Axetil Tab 250 mg  [57.1],Medium Moving,575.77,LBT-2932,18-Mar-2023 14:16,28-Oct-2023,0,15000,22000,Issue,,1031230300046,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300046 Document Date : 16-Mar-2023,16-Mar-2023,57.1,8636550.0
1177,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cefuroxime Axetil Tab 250 mg  [57.1],Medium Moving,575.77,LBT-2932,24-Apr-2023 11:58,28-Oct-2023,0,2500,29500,Issue,,1031230400105,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230400105 Document Date : 21-Apr-2023,21-Apr-2023,57.1,1439425.0
1178,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cefuroxime Axetil Tab 250 mg  [57.1],Medium Moving,575.77,LBT-2933,24-Apr-2023 11:58,28-Oct-2023,0,2500,27000,Issue,,1031230400105,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230400105 Document Date : 21-Apr-2023,21-Apr-2023,57.1,1439425.0
1179,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cefuroxime Axetil Tab 250 mg  [57.1],Medium Moving,575.77,LBT-2933,28-Apr-2023 12:21,28-Oct-2023,0,5000,22000,Issue,,1031230400113,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230400113 Document Date : 28-Apr-2023,28-Apr-2023,57.1,2878850.0
1180,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cefuroxime Axetil Tab 250 mg  [57.1],Medium Moving,575.77,LBT-2933,02-May-2023 13:12,28-Oct-2023,0,2500,19500,Issue,,1031230500005,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230500005 Document Date : 02-May-2023,02-May-2023,57.1,1439425.0
1181,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cefuroxime Axetil Tab 500 mg  [M-45],Medium Moving,940.17,22CT075,02-Feb-2023 09:53,30-Sep-2024,0,10000,34000,Issue,,1031230200008,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230200008 Document Date : 01-Feb-2023,01-Feb-2023,M-45,9401700.0
1182,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cefuroxime Axetil Tab 500 mg  [M-45],Medium Moving,940.17,22CT075,07-Feb-2023 10:26,30-Sep-2024,0,1000,33000,Issue,,1031230200015,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230200015 Document Date : 07-Feb-2023,07-Feb-2023,M-45,940170.0
1183,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cefuroxime Axetil Tab 500 mg  [M-45],Medium Moving,940.17,22CT075,23-Feb-2023 11:01,30-Sep-2024,0,500,32500,Issue,,1031230200093,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230200093 Document Date : 23-Feb-2023,23-Feb-2023,M-45,470085.0
1184,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2203,28-Jan-2023 11:07,30-Sep-2024,0,50,4040,Issue,,1031230100083,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230100083 Document Date : 14-Jan-2023,14-Jan-2023,M-46,260.5
1185,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,220313,07-Feb-2023 10:26,31-Aug-2024,0,100,3940,Issue,,1031230200015,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230200015 Document Date : 07-Feb-2023,07-Feb-2023,M-46,521.0
1186,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,220313,07-Feb-2023 10:28,31-Aug-2024,0,160,3780,Issue,,1031230200016,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230200016 Document Date : 02-Feb-2023,02-Feb-2023,M-46,833.6
1187,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,220313,23-Feb-2023 11:01,31-Aug-2024,0,100,3680,Issue,,1031230200093,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230200093 Document Date : 23-Feb-2023,23-Feb-2023,M-46,521.0
1188,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,220313,27-Feb-2023 11:18,31-Aug-2024,0,120,3560,Issue,,1031230200107,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230200107 Document Date : 27-Feb-2023,27-Feb-2023,M-46,625.2
1189,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,220313,17-Mar-2023 11:06,31-Aug-2024,0,160,4400,Issue,,1031230300035,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300035 Document Date : 17-Mar-2023,17-Mar-2023,M-46,833.6
1190,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,17-Mar-2023 11:06,30-Nov-2024,0,40,4360,Issue,,1031230300035,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300035 Document Date : 17-Mar-2023,17-Mar-2023,M-46,208.4
1191,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,18-Mar-2023 14:16,30-Nov-2024,0,200,4160,Issue,,1031230300046,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300046 Document Date : 16-Mar-2023,16-Mar-2023,M-46,1042.0
1192,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,25-Mar-2023 09:46,30-Nov-2024,0,240,3920,Issue,,1031230300054,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230300054 Document Date : 25-Mar-2023,25-Mar-2023,M-46,1250.4
1193,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,25-Mar-2023 10:51,30-Nov-2024,0,10,3910,Issue,,1031230300057,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230300057 Document Date : 25-Mar-2023,25-Mar-2023,M-46,52.1
1194,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,05-Apr-2023 12:47,30-Nov-2024,0,210,3700,Issue,,1031230400036,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230400036 Document Date : 31-Mar-2023,31-Mar-2023,M-46,1094.1
1195,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,28-Apr-2023 12:21,30-Nov-2024,0,240,3960,Issue,,1031230400113,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230400113 Document Date : 28-Apr-2023,28-Apr-2023,M-46,1250.4
1196,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,02-May-2023 13:12,30-Nov-2024,0,200,3760,Issue,,1031230500005,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230500005 Document Date : 02-May-2023,02-May-2023,M-46,1042.0
1197,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Cetrizine Syp 5mg/5ml  [M-46],Medium Moving,5.21,CIZ-2205,19-May-2023 08:58,30-Nov-2024,0,360,3400,Issue,,1031230500076,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230500076 Document Date : 18-May-2023,18-May-2023,M-46,1875.6
1198,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Chlorhexidine Gluconate Sol. 0.2 %  [M-48],Medium Moving,9.8,CML-127,02-Feb-2023 09:44,30-Nov-2024,0,300,1358,Issue,,1031230200006,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230200006 Document Date : 01-Feb-2023,01-Feb-2023,M-48,2940.0
1199,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Chlorhexidine Gluconate Sol. 0.2 %  [M-48],Medium Moving,9.8,MOL22052,17-Mar-2023 11:07,31-Oct-2024,0,100,1758,Issue,,1031230300035,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300035 Document Date : 17-Mar-2023,17-Mar-2023,M-48,980.0000000000001
1200,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Chlorhexidine Gluconate Sol. 0.2 %  [M-48],Medium Moving,9.8,MOL22052,25-Mar-2023 09:46,31-Oct-2024,0,100,1658,Issue,,1031230300054,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230300054 Document Date : 25-Mar-2023,25-Mar-2023,M-48,980.0000000000001
1201,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Chlorhexidine Gluconate Sol. 0.2 %  [M-48],Medium Moving,9.8,MOL22052,18-Apr-2023 08:34,31-Oct-2024,0,300,1358,Issue,,1031230400092,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230400092 Document Date : 17-Apr-2023,17-Apr-2023,M-48,2940.0
1202,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Chlorhexidine Gluconate Sol. 0.2 %  [M-48],Medium Moving,9.8,MOL22052,09-Jun-2023 17:25,31-Oct-2024,0,300,1358,Issue,,1031230600017,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230600017 Document Date : 02-Jun-2023,02-Jun-2023,M-48,2940.0
1203,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Chlorthalidone 12.5mg tab  [M-50],Medium Moving,49.28,PB0AA06,17-Mar-2023 11:06,30-Apr-2025,0,10000,20000,Issue,,1031230300035,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300035 Document Date : 17-Mar-2023,17-Mar-2023,M-50,492800.0
1204,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Chlorthalidone 12.5mg tab  [M-50],Medium Moving,49.28,PB0AA06,22-Mar-2023 09:54,30-Apr-2025,0,10000,10000,Issue,,1031230300048,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300048 Document Date : 16-Mar-2023,16-Mar-2023,M-50,492800.0
